,Comuna,causa,n_def,Nombre Comuna,Poblacion 2017,tasa_def,prop_rural,etnia,ingreso,tasa_denuncias,region,rm,tiempo_hospital
157,8305,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",16.0,Mulchén,30836.0,51.88740433259826,17.37579452587884,11.284540702016429,225981.64372666168,849.4480544899396,8.0,0.0,13.53
158,8306,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,Nacimiento,27752.0,21.620063418852695,12.04237532430095,3.14268751236889,236943.83882841875,1400.435195000837,8.0,0.0,13.09
159,8307,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,Negrete,10253.0,107.28567248610163,36.81849214863942,3.9466244487164985,205362.66696822346,417.8854993731717,8.0,0.0,26.02
160,8308,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",1.0,Quilaco,4163.0,24.02113860196973,50.92481383617583,6.174334140435835,203000.919188862,1958.6641887706255,8.0,0.0,29.74
161,8309,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,Quilleco,10038.0,79.69715082685794,39.87846184498905,1.6586730615507594,203089.1551758593,2586.429308565532,8.0,0.0,41.64
162,8310,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",2.0,San Rosendo,3644.0,54.88474204171241,15.477497255762898,2.4375,179194.1675,946.5648854961833,8.0,0.0,9.6
163,8311,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",14.0,Santa Bárbara,14461.0,96.81211534472028,41.81591867782311,4.383116883116883,229202.27347132034,1106.5096415167595,8.0,0.0,22.9
164,8312,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Tucapel,14945.0,66.91201070592172,16.386751421880227,4.667058650595326,195604.3576363369,1087.9814317835644,8.0,0.0,15.86
165,8313,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Yumbel,21958.0,45.54148829583751,39.780490026414064,4.312125333736335,192122.2543448693,1614.0246324990069,8.0,0.0,17.47
166,8314,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Alto Biobío,6719.0,74.4158356898348,100.0,69.1801189464741,151792.4362786746,392.8213818069784,8.0,0.0,76.78
168,9102,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",20.0,Carahue,25369.0,78.83637510347273,45.338799322007176,48.86041693094845,228283.16850606792,1150.9925807098457,9.0,0.0,24.1
169,9103,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Cunco,17992.0,66.69630947087595,48.80502445531347,22.882963293540108,220753.68180296777,1007.6775431861804,9.0,0.0,74.16
170,9104,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Curarrehue,7694.0,90.97998440343125,70.19755653756174,63.33207022862195,252973.77264115194,1037.629703712964,9.0,0.0,135.08
171,9105,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",25.0,Freire,25278.0,98.90022944853231,66.76952290529314,39.3633148054573,215770.03472172093,1271.304833752445,9.0,0.0,27.85
172,9106,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",14.0,Galvarino,12628.0,110.86474501108647,65.61609122584733,56.38482772722625,159191.55086391984,1155.1983927674537,9.0,0.0,16.54
173,9107,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Gorbea,15140.0,66.05019815059445,29.042272126816382,24.34730218235373,236255.58535279153,1622.5726573699983,9.0,0.0,13.36
174,9108,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",26.0,Lautaro,39614.0,65.63336194274751,27.581158176402283,31.034104616734293,271233.36810505536,1339.934348598181,9.0,0.0,13.66
175,9109,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",15.0,Loncoche,24571.0,61.04757641121648,29.095274917585773,27.62384550797649,185563.67980441547,1238.228113010115,9.0,0.0,15.29
176,9110,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Melipeuco,6185.0,48.504446240905416,53.90460792239289,58.04821150855366,227808.22881026438,3114.434151570961,9.0,0.0,97.93
177,9111,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",20.0,Nueva Imperial,33273.0,60.108796922429605,40.83491118925255,67.88182336904838,199585.3794141888,1643.6182271593746,9.0,0.0,15.57
178,9112,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",37.0,Padre Las Casas,79019.0,46.82418152596211,39.608195497285465,49.95765787563513,243379.08692233244,1989.730423620026,9.0,0.0,16.06
179,9113,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",2.0,Perquenco,7142.0,28.003360403248394,47.941753010361246,49.56597222222222,232461.1060474537,832.3057953144266,9.0,0.0,25.72
180,9114,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Pitrufquen,25549.0,35.22642764883166,32.56096129007006,34.01185688818871,277028.4942166577,1583.789449167346,9.0,0.0,11.76
181,9115,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",22.0,Pucón,28796.0,76.3994999305459,36.89401305736908,27.860631203066745,289417.4416320958,1661.208930117748,9.0,0.0,19.02
182,9116,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Saavedra,12863.0,77.74236181295188,77.99891160693461,83.0168428005284,157786.9740752972,1069.7274927773874,9.0,0.0,17.16
183,9117,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Teodoro Schmidt,15740.0,76.23888182973316,64.03430749682339,54.57531367010444,193864.58588977205,934.5200254291163,9.0,0.0,27.47
184,9118,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Toltén,10126.0,49.37783922575549,60.17183488050563,61.03132421124053,158565.75392966188,803.5525481074222,9.0,0.0,21.5
185,9119,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",16.0,Vilcún,29265.0,54.67281735861951,44.175636425764566,49.92879282901902,147317.09055876685,1468.7629292511376,9.0,0.0,19.89
186,9120,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",29.0,Villarrica,57466.0,50.46462255942644,34.352486687780605,27.57705237362154,275377.64070501743,1829.726537936535,9.0,0.0,35.02
187,9121,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Cholchol,12023.0,58.22174166181485,62.72976794477252,80.46723536254362,151287.11525785187,1028.80658436214,9.0,0.0,37.37
189,9202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",21.0,Collipulli,25681.0,81.77251664654803,25.018496164479576,34.4266387099995,192586.18062003894,2399.335418295543,9.0,0.0,15.24
190,9203,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Curacautín,18054.0,49.85044865403788,26.28780325689598,21.760057471264368,238862.97514367817,1673.7866797394777,9.0,0.0,12.59
191,9204,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Ercilla,8495.0,117.71630370806356,53.99646851088876,66.68952119757742,171196.73957262028,1669.0937605018482,9.0,0.0,19.73
192,9205,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Lonquimay,10939.0,63.99122406070025,65.50873023128257,55.43448148490165,191510.64927509465,1445.270025371511,9.0,0.0,32.95
193,9206,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,Los Sauces,7524.0,146.19883040935673,38.18447634237108,29.578501748573533,205715.8251426468,2664.928292046936,9.0,0.0,38.99
194,9207,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Lumaco,10132.0,69.08803789972364,58.093170153967634,69.82307777901413,162610.74029153222,2475.2347870834938,9.0,0.0,43.58
195,9208,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,Purén,12223.0,89.99427309171234,36.15315389020699,38.9190734915642,184768.642455438,1195.436507936508,9.0,0.0,9.75
196,9209,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Renaico,10634.0,112.84558961820576,17.895429753620462,5.838393274170948,237452.50630546475,2545.537563393833,9.0,0.0,24.55
197,9210,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Traiguén,19275.0,98.57328145265888,22.428015564202337,21.096469418199902,242444.48240924912,1725.5692599620493,9.0,0.0,11.16
198,9211,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Victoria,35219.0,53.94815298560437,26.772480763224394,29.033925686591278,199838.4373828756,1444.9505261504632,9.0,0.0,15.66
200,10102,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",20.0,Calbuco,35813.0,55.845642643732724,52.581464831206546,17.78247783291304,290459.5248244258,915.2950622240064,10.0,0.0,21.34
201,10104,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Fresia,12677.0,39.44150824327522,39.17330598722095,14.388102490593083,247344.68894463358,987.7384196185286,10.0,0.0,20.62
202,10105,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,Frutillar,19649.0,40.71454018016184,30.230546083770165,23.714858350035207,274638.6048968095,1221.4772077550808,10.0,0.0,15.05
203,10106,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Los Muermos,17731.0,67.67807794258643,51.88088658282105,19.06973658018711,285450.23269856017,2524.977293369664,10.0,0.0,51.01
204,10107,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Llanquihue,18328.0,65.47359231776517,18.561763422086425,29.500580720092916,231009.68440502588,1543.729913569846,10.0,0.0,12.5
205,10108,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Maullín,14973.0,66.78688305616777,52.20730648500634,23.423119142109265,211095.49911340032,2982.581722739203,10.0,0.0,26.16
206,10109,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Puerto Varas,46283.0,41.051790074109284,27.642979063587063,16.65776952535685,386801.828432169,919.9318568994888,10.0,0.0,16.2
207,10201,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",28.0,Castro,46390.0,60.35783574046131,23.40375080836387,24.556625931851446,342472.8116894169,1697.520661157025,10.0,0.0,8.91
208,10202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",17.0,Ancud,42231.0,40.25478913594279,28.443560417702635,22.9845375863075,246129.7833560245,1596.2998102466795,10.0,0.0,16.32
209,10203,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Chonchi,15683.0,63.7633105910859,59.04482560734553,26.17899947889526,388117.43388483586,1274.954910131227,10.0,0.0,37.27
210,10205,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Dalcahue,14689.0,81.69378446456533,47.19858397440262,37.84124547746958,288849.53080802545,605.1684658161596,10.0,0.0,46.91
212,10207,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",1.0,Queilén,5518.0,18.12250815512867,55.074302283436026,50.23659305993691,186422.8172318612,1113.1725417439702,10.0,0.0,26.91
213,10208,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",23.0,Quellón,28499.0,80.70458612582898,33.89592617284817,53.08913371335089,245019.14125405793,300.2358996354278,10.0,0.0,10.84
214,10209,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Quemchi,8777.0,102.54073145721772,68.57696251566594,50.37135572552932,181032.22769094334,1221.6404886561954,10.0,0.0,116.18
215,10210,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,Quinchao,8369.0,95.59087107181264,59.73234556099892,65.27927281425667,209699.0011960292,1200.4217698110149,10.0,0.0,6.87
217,10302,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,Puerto Octay,9273.0,64.70397929472664,76.15658362989323,39.19670941204936,268903.5802080813,2025.253439536568,10.0,0.0,25.94
218,10303,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",16.0,Purranque,21092.0,75.85814526834818,28.309311587331692,31.782477341389725,260228.02099697886,1394.1282597999016,10.0,0.0,19.13
219,10304,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,Puyehue,11708.0,51.24701059104886,55.380936112060134,35.90373280943025,278441.31385068764,831.129580657348,10.0,0.0,57.11
220,10305,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",12.0,Río Negro,14373.0,83.48987685243164,47.78403951854171,21.18010821953105,324034.60834836384,1220.83786269755,10.0,0.0,19.13
221,10306,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,San Juan de la Costa,7794.0,102.64305876315115,82.3582242750834,78.13308969087863,210625.64291152733,1109.3947479286617,10.0,0.0,45.92
222,10307,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,San Pablo,10534.0,104.42377064742738,53.93962407442567,39.033645332658736,220148.3044523147,1298.8619495299356,10.0,0.0,28.67
224,11201,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Aysén,24623.0,77.16362750274133,12.382731592413597,34.77400197954471,378488.8573994648,1081.2309398392017,11.0,0.0,128.31
225,11202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Cisnes,5745.0,52.21932114882507,27.53698868581375,31.3926499032882,378770.0090909091,759.0439276485788,11.0,0.0,160.47
226,11301,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",4.0,Cochrane,3606.0,110.92623405435387,17.470881863560734,14.011976047904193,429680.8870259481,1651.031894934334,11.0,0.0,17.13
227,11401,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",4.0,Chile Chico,5043.0,79.3178663493952,33.35316279992068,12.383439015292801,430858.76482655725,1097.345132743363,11.0,0.0,19.82
228,11402,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Río Ibáñez,2668.0,112.44377811094452,100.0,19.921875,281813.2449776786,1778.242677824268,11.0,0.0,154.87
230,12301,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Porvenir,6920.0,101.15606936416184,12.644508670520233,27.93722899029527,515905.24509601487,1650.3228892609422,12.0,0.0,131.28
231,12401,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,Natales,22686.0,48.488054306620825,10.526315789473683,24.22057677318784,405986.01968043647,1046.063497889521,12.0,0.0,11.67
233,14102,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",2.0,Corral,5436.0,36.79175864606328,33.05739514348786,27.620556939098933,190097.95607878652,1149.9240616185723,14.0,0.0,23.23
234,14103,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",11.0,Lanco,17264.0,63.71640407784986,31.11098239110287,31.255819728102303,208445.75256068035,1438.8066713648109,14.0,0.0,12.13
235,14104,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",13.0,Los Lagos,20430.0,63.63191385217817,49.285364659814,21.36594151381582,220062.96791317125,893.0849706557796,14.0,0.0,20.93
236,14105,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",4.0,Máfil,7362.0,54.33306166802499,37.78864439011138,22.621902478017585,255260.20991207034,914.8137755309194,14.0,0.0,20.9
237,14106,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Mariquina,22532.0,84.3245162435647,52.893662346884426,35.485380116959064,222678.74736842106,2857.142857142857,14.0,0.0,15.84
238,14107,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",17.0,Paillaco,20575.0,82.62454434993924,37.16646415552856,13.106369788706928,207640.7170016015,1735.61777406324,14.0,0.0,15.59
239,14108,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",23.0,Panguipulli,35619.0,64.57227883994497,55.669726831185606,28.39376999192849,207279.52623239963,1629.120529464172,14.0,0.0,27.09
240,14201,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",22.0,La Unión,39281.0,56.00672080649679,29.225325220844685,26.651741989646005,244039.528277599,999.732691793638,14.0,0.0,28.79
241,14202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Futrono,15240.0,45.93175853018373,43.471128608923884,28.766854300301087,231874.3054719204,941.7862334871372,14.0,0.0,76.42
242,14203,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,Lago Ranco,10259.0,77.98030997173214,76.73262501218441,31.93335647344672,220344.10401480968,1095.4616588419406,14.0,0.0,83.16
243,14204,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",23.0,Río Bueno,32770.0,70.18614586512054,44.69636862984437,30.938466827088345,220527.957408044,1404.9714373938552,14.0,0.0,29.82
246,16102,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,Bulnes,22329.0,26.87088539567379,37.11764969322406,4.172312292669252,225719.51759099192,1182.7809104662356,16.0,0.0,15.66
247,16103,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",8.0,Chillán Viejo,32166.0,24.870981782005842,10.946340856805323,2.975975056373709,208863.8049608864,1136.3001842648948,16.0,0.0,12.3
248,16104,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",13.0,El Carmen,12374.0,105.05899466623566,59.65734604816551,4.124691123360578,175433.92986124312,1034.5791779289775,16.0,0.0,23.25
249,16105,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",14.0,Pemuco,8638.0,162.07455429497568,50.42833989349387,2.0874972240728407,186307.60071063734,858.2326764144947,16.0,0.0,29.13
250,16106,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Pinto,11579.0,60.45427066240608,49.95250021590811,3.2333393209987427,174665.13121968744,1875.0230686893287,16.0,0.0,46.94
251,16107,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Quillón,18247.0,38.36247054310298,39.29961089494164,2.9053481857859422,252703.78744055761,1646.3125188797303,16.0,0.0,28.15
252,16108,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",23.0,San Ignacio,16539.0,139.06523973638068,57.276739827075396,2.0937520837500836,168810.86437287458,641.1527529909446,16.0,0.0,26.14
253,16109,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",10.0,Yungay,18296.0,54.65675557498906,23.835811106252734,2.5197442647611883,210176.61204534466,1409.553641346907,16.0,0.0,17.1
254,16201,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",4.0,Quirihue,12076.0,33.123550844650545,18.424975157336867,1.9789734075448362,211835.394116088,3003.9264279388344,16.0,0.0,15.4
255,16202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",4.0,Cobquecura,5292.0,75.58578987150416,71.48526077097506,1.3430457546096062,172846.34076940588,1227.7730736663843,16.0,0.0,46.89
256,16203,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Coelemu,16704.0,53.87931034482759,28.047174329501917,1.942690626517727,255878.9117463401,1338.0666302566904,16.0,0.0,10.15
257,16204,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Ninhue,5437.0,91.96247930844216,71.08699650542579,1.3180639585133966,196845.455920484,659.5691292970571,16.0,0.0,47.12
258,16205,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Portezuelo,4970.0,60.36217303822937,62.273641851106646,0.5473204104903079,196189.1220068415,1222.4938875305625,16.0,0.0,44.54
259,16206,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Ránquil,6185.0,80.84074373484236,72.85367825383993,3.8949066605208573,228045.6112007375,1313.1911532385466,16.0,0.0,34.27
260,16207,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Treguaco,5606.0,53.51409204423832,66.82126293257224,2.4850042844901457,189737.74785775493,707.5471698113208,16.0,0.0,26.07
261,16301,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",25.0,San Carlos,55278.0,45.22594884040667,36.29111038749593,1.2462908011869436,244142.83234421365,1989.6328630446644,16.0,0.0,12.68
262,16302,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",19.0,Coihueco,27680.0,68.64161849710983,65.27456647398844,6.042013733696314,192525.5946121653,739.8520295940813,16.0,0.0,50.04
263,16303,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Ñiquén,11532.0,60.70065903572667,89.43808532778355,3.5283300770026433,193986.23606482014,6117.864592486189,16.0,0.0,29.05
264,16304,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",1.0,San Fabián,4513.0,22.158209616662973,63.062264569022815,0.7198748043818467,241954.8178403756,2138.880750073249,16.0,0.0,58.01
265,16305,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,San Nicolás,11850.0,75.94936708860759,57.39240506329114,2.2849598862597746,207441.37473342134,1075.6972111553785,16.0,0.0,30.94
266,2103,,,Sierra Gorda,1582.0,0.0,100.0,5.325725154541132,345129.54018069425,3100.436681222708,2.0,0.0,93.04
267,3303,,,Freirina,7403.0,0.0,33.28380386329866,14.006628292342576,228758.2407116693,970.0476514635808,3.0,0.0,70.67
268,4105,,,Paiguano,4586.0,0.0,100.0,8.922670191672175,212913.27671293236,1357.7629719362003,4.0,0.0,46.38
269,10204,,,Curaco de Vélez,3989.0,0.0,67.0844823263976,29.694323144104807,215509.05676855895,749.7656982193065,10.0,0.0,34.71
270,15102,,,Camarones,1218.0,0.0,100.0,87.57596218771101,244274.37812288993,775.1937984496124,15.0,0.0,401.24
271,15201,,,Putre,2441.0,0.0,26.300696435886934,91.48936170212765,285331.7960992908,1240.7627041328346,15.0,0.0,318.5
