,Comuna,causa,n_def,Nombre Comuna,Poblacion 2017,tasa_def,prop_rural,etnia,ingreso,tasa_denuncias,region,rm
261,13130,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",46.0,San Miguel,114641.0,40.125260596121805,0.0,2.5342702453634374,490732.0398077904,7276.798208788134,13,1
262,13131,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",37.0,San Ramón,86770.0,42.64146594445084,0.0,3.3120136880270503,265305.49877106503,2799.2032831152164,13,1
263,13132,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",13.0,Vitacura,88716.0,14.653501059560845,0.0,0.748683373272139,1731000.8552996765,5002.193361426083,13,1
264,13201,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",194.0,Puente Alto,604744.0,32.07968991837869,0.0018189514902173481,7.42250019602688,320319.5322902397,2442.1616793211256,13,1
265,13202,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",5.0,Pirque,28010.0,17.85076758300607,56.258479114601926,7.5092387287509235,503024.62653362897,1587.8802608660428,13,1
266,13203,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,San José de Maipo,17540.0,34.20752565564425,34.03078677309008,8.360739603888035,370603.2978878901,2964.771538193233,13,1
267,13301,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",45.0,Colina,152740.0,29.461830561738907,19.492601806992273,7.802518191876852,477950.5769873767,2629.1344338186027,13,1
268,13302,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",45.0,Lampa,107662.0,41.79747729003734,20.860656499043305,9.687425134600108,390464.42507155554,2889.360473146904,13,1
269,13303,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,Tiltil,20268.0,34.53720149990132,31.58180382869548,2.5196072376953005,255824.89761007842,1338.251694260959,13,1
270,13401,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",121.0,San Bernardo,318078.0,38.04098365809644,1.5499342928464088,8.947655447322513,271912.8430627574,2711.922224117346,13,1
271,13402,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",38.0,Buin,101743.0,37.3490068112794,14.2456974927022,9.557664038487237,272555.3282239743,2269.97578692494,13,1
272,13403,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Calera de Tango,26704.0,33.70281605751947,55.25014979029359,1.8510874742022545,289775.34107001114,1912.051912051912,13,1
273,13404,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",33.0,Paine,76659.0,43.04778303917348,35.677480791557414,5.978490385427518,353275.52018637914,562.8517823639775,13,1
274,13501,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",68.0,Melipilla,133232.0,51.0387894800048,31.652305752371802,0.9714593230403801,271752.33270858077,1663.0743051616562,13,1
275,13502,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",3.0,Alhué,6835.0,43.891733723482076,57.32260424286759,2.281284606866002,313250.34595791803,1680.488869489306,13,1
276,13503,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",9.0,Curacaví,34337.0,26.210793022104436,37.57754026269039,0.7957391497321118,275699.7035158355,1937.1298979463272,13,1
277,13504,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",7.0,María Pinto,14254.0,49.10902202890417,49.30545811701978,14.862278438878256,213018.56960971956,1834.7609836971535,13,1
278,13505,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",6.0,San Pedro,11229.0,53.433075073470484,100.0,6.9785082174462705,229539.26776232617,1687.9219804951238,13,1
279,13601,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",16.0,Talagante,77899.0,20.539416423830858,20.341724540751486,2.3471550718079404,421648.5597923167,1800.1439171414752,13,1
280,13602,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",14.0,El Monte,37901.0,36.93833935780059,16.247592411809713,6.791229153798641,272264.97251389746,1514.218884648529,13,1
281,13603,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",14.0,Isla de Maipo,37965.0,36.876070064533124,25.649940734887394,4.724175791566515,219520.78652185525,1346.8411259119237,13,1
282,13604,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",21.0,Padre Hurtado,67299.0,31.204029777559843,11.873876283451464,6.247668084471308,302470.43522871425,1130.8171845551635,13,1
283,13605,"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas",36.0,Peñaflor,95420.0,37.727939635296586,7.998323202682876,2.580713791819584,312331.5501941386,1940.7744155577657,13,1
